id_invoice,issuedDate,country,service,total,discount,tax,invoiceStatus,balance,dueDate,client
20,2022-08-17,Japan,E-commerce Development,2224.8,337.39,116.28,Overdue,2003.69,2022-09-09,Company C
58,2022-09-18,Kazakhstan,E-commerce Development,2205.83,269.56,182.3,Overdue,2118.57,2022-09-28,Company E
23,2022-08-03,Nigeria,IoT Solution,5807.92,455.03,121.28,Paid,5474.17,2022-08-12,Company B
3,2023-06-08,Mongolia,Web Development,1663.61,147.87,154.47,Overdue,1670.21,2023-07-07,Company D
95,2023-03-14,Bouvet Island (Bouvetoya),Web Development,2411.1,461.56,223.76,Overdue,2173.3,2023-04-03,Company C
29,2023-03-19,Libyan Arab Jamahiriya,Mobile App Development,3859.75,205.8,349.27,Paid,4003.22,2023-04-18,Company B
72,2023-03-25,American Samoa,Mobile App Development,1950.76,66.71,11.23,Overdue,1895.28,2023-04-13,Company A
43,2023-02-14,Saint Barthelemy,E-commerce Development,1347.9,139.65,59.26,Overdue,1267.51,2023-02-28,Company B
95,2023-05-21,Grenada,Mobile App Development,2898.87,379.5,20.81,Paid,2540.18,2023-06-20,Company D
38,2022-08-31,Tunisia,Mobile App Development,4663.65,836.69,371.29,Overdue,4198.25,2022-09-17,Company E
56,2022-08-23,United States of America,E-commerce Development,3471.03,496.95,30.49,Pending,3004.57,2022-09-16,Company B
48,2023-02-05,French Guiana,IoT Solution,5696.67,942.69,265.92,Pending,5019.9,2023-02-15,Company B
11,2022-09-12,Samoa,AI Solution,9728.88,1707.14,556.85,Paid,8578.59,2022-09-24,Company E
86,2022-11-17,Iceland,AI Solution,6068.41,356.3,171.27,Paid,5883.38,2022-11-28,Company B
60,2023-06-26,Honduras,E-commerce Development,3002.31,104.26,273.3,Paid,3171.35,2023-07-21,Company C
34,2023-06-09,Svalbard & Jan Mayen Islands,Web Development,1351.93,63.1,52.63,Paid,1341.46,2023-06-27,Company B
27,2022-09-21,United States Virgin Islands,E-commerce Development,4328.73,344.95,142.27,Paid,4126.05,2022-10-12,Company C
46,2023-05-08,Algeria,E-commerce Development,2905.07,435.43,132.31,Overdue,2601.95,2023-06-05,Company E
38,2023-07-07,Chile,AI Solution,6997.97,837.01,187.57,Overdue,6348.53,2023-08-06,Company D
90,2023-06-11,Anguilla,IoT Solution,6532.64,969.09,108.97,Pending,5672.52,2023-06-28,Company B
100,2022-09-08,Argentina,UI/UX Design,937.81,69.61,12.91,Overdue,881.11,2022-09-21,Company C
42,2023-03-24,Azerbaijan,UI/UX Design,257.87,29.12,8.39,Pending,237.14,2023-03-31,Company B
84,2023-04-10,Italy,AI Solution,6345.11,134.98,321.01,Pending,6531.14,2023-04-18,Company D
98,2022-11-06,Canada,Web Development,1227.4,243.02,87.77,Paid,1072.15,2022-11-14,Company A
54,2023-01-01,Hong Kong,IoT Solution,6622.9,1314.61,130.12,Overdue,5438.41,2023-01-11,Company D
57,2022-09-14,Luxembourg,AI Solution,7801.48,658.53,223.8,Overdue,7366.75,2022-09-25,Company B
53,2022-09-01,Croatia,Mobile App Development,3775.29,655.92,245.36,Pending,3364.73,2022-09-12,Company C
80,2023-04-24,Tajikistan,IoT Solution,6269.94,728.69,131.44,Pending,5672.69,2023-05-02,Company B
27,2023-02-11,Uzbekistan,E-commerce Development,3036.68,78.79,91.1,Paid,3048.99,2023-02-23,Company A
11,2023-06-02,Maldives,Web Development,2253.49,271.86,15.03,Pending,1996.66,2023-06-11,Company A
70,2022-09-21,Bouvet Island (Bouvetoya),IoT Solution,3951.86,281.31,212.08,Paid,3882.63,2022-09-28,Company E
55,2023-06-18,Mayotte,AI Solution,7547.44,791.52,637.21,Paid,7393.13,2023-06-27,Company B
74,2023-04-16,Northern Mariana Islands,AI Solution,9773.35,1928.33,216.36,Paid,8061.38,2023-04-24,Company B
53,2023-04-27,United States Virgin Islands,UI/UX Design,978.41,134.61,23.67,Paid,867.47,2023-05-07,Company E
95,2022-08-29,Belarus,Mobile App Development,1936.85,261.47,178.05,Paid,1853.43,2022-09-28,Company D
62,2023-06-02,Bahamas,UI/UX Design,973.79,69.35,68.8,Pending,973.24,2023-06-23,Company A
81,2023-01-09,Bouvet Island (Bouvetoya),AI Solution,7959.47,1386.56,167.39,Paid,6740.3,2023-02-01,Company C
90,2023-06-14,Mexico,E-commerce Development,1151.61,87.94,19.28,Overdue,1082.95,2023-07-04,Company B
36,2023-02-23,Austria,Mobile App Development,4731.44,193.0,3.95,Paid,4542.39,2023-03-03,Company C
36,2023-04-13,Christmas Island,E-commerce Development,3718.22,430.94,139.83,Pending,3427.11,2023-04-23,Company A
63,2023-06-08,Equatorial Guinea,IoT Solution,5842.4,861.34,368.48,Paid,5349.54,2023-07-06,Company D
33,2023-06-19,Liberia,AI Solution,7857.43,1317.15,467.37,Pending,7007.65,2023-07-08,Company D
28,2022-12-22,Ecuador,Mobile App Development,3271.3,49.01,0.65,Overdue,3222.94,2023-01-15,Company B
71,2023-04-09,Oman,Mobile App Development,4355.12,802.68,351.98,Overdue,3904.42,2023-04-21,Company B
62,2022-10-05,Cook Islands,AI Solution,8634.24,1494.75,765.4,Paid,7904.89,2022-10-29,Company E
48,2023-04-27,Singapore,Mobile App Development,4032.81,65.0,137.29,Overdue,4105.1,2023-05-06,Company B
40,2022-10-17,Serbia,AI Solution,4419.41,791.65,172.04,Pending,3799.8,2022-11-10,Company E
63,2023-02-13,Taiwan,AI Solution,6684.66,136.73,252.11,Paid,6800.04,2023-03-04,Company C
59,2023-04-14,Singapore,IoT Solution,6256.72,922.42,278.45,Paid,5612.75,2023-05-04,Company B
1,2022-09-29,Greenland,UI/UX Design,931.87,33.29,68.36,Paid,966.94,2022-10-24,Company C
24,2022-10-17,Croatia,Mobile App Development,2328.43,384.24,225.82,Pending,2170.01,2022-11-08,Company E
27,2023-06-15,Western Sahara,IoT Solution,7555.51,444.77,655.82,Pending,7766.56,2023-07-10,Company A
9,2022-09-16,Norway,E-commerce Development,2475.78,71.74,10.5,Pending,2414.54,2022-10-16,Company D
92,2022-10-16,Gambia,IoT Solution,4882.95,519.25,167.49,Paid,4531.19,2022-11-01,Company A
5,2022-11-23,Thailand,IoT Solution,3162.72,197.83,171.95,Overdue,3136.84,2022-12-07,Company E
73,2022-08-04,Guam,Web Development,1786.83,280.04,6.86,Paid,1513.65,2022-08-24,Company D
45,2022-09-03,Turks and Caicos Islands,UI/UX Design,272.14,23.62,9.11,Paid,257.63,2022-09-28,Company B
29,2022-07-28,Venezuela,AI Solution,9291.78,423.13,770.22,Pending,9638.87,2022-08-15,Company E
53,2022-09-21,Saint Barthelemy,IoT Solution,6527.63,899.22,551.33,Pending,6179.74,2022-10-16,Company E
71,2022-08-07,Brunei Darussalam,Web Development,2649.88,459.13,126.81,Pending,2317.56,2022-08-15,Company A
90,2022-07-24,Congo,AI Solution,5063.39,40.46,292.06,Overdue,5314.99,2022-08-07,Company E
22,2023-03-16,Honduras,E-commerce Development,1532.71,133.22,27.45,Paid,1426.94,2023-04-03,Company C
48,2023-01-11,Gibraltar,AI Solution,3922.74,367.28,185.08,Overdue,3740.54,2023-01-26,Company C
26,2022-12-09,Tonga,AI Solution,4899.08,759.18,280.58,Pending,4420.48,2022-12-25,Company E
5,2022-11-27,Singapore,E-commerce Development,4769.0,927.48,45.93,Overdue,3887.45,2022-12-27,Company C
42,2022-08-30,Grenada,Mobile App Development,3272.2,647.98,164.87,Pending,2789.09,2022-09-28,Company C
99,2022-09-15,Cameroon,AI Solution,6387.52,933.42,39.94,Paid,5494.04,2022-09-23,Company A
53,2022-12-29,Marshall Islands,E-commerce Development,4054.67,740.36,128.77,Overdue,3443.08,2023-01-15,Company A
35,2022-11-29,Libyan Arab Jamahiriya,IoT Solution,5523.57,878.04,266.03,Paid,4911.56,2022-12-11,Company A
99,2022-08-29,Nepal,E-commerce Development,1474.48,121.68,33.1,Overdue,1385.9,2022-09-28,Company C
38,2022-11-11,Costa Rica,E-commerce Development,2460.11,316.61,50.28,Overdue,2193.78,2022-12-08,Company E
18,2022-08-04,Russian Federation,UI/UX Design,590.83,83.78,6.09,Paid,513.14,2022-08-31,Company A
79,2022-08-13,Moldova,Web Development,2590.45,202.38,212.08,Paid,2600.15,2022-09-08,Company D
5,2023-05-23,New Zealand,AI Solution,3996.83,141.66,236.4,Pending,4091.57,2023-06-01,Company C
88,2022-12-23,Guatemala,AI Solution,9736.2,1670.73,838.05,Paid,8903.52,2023-01-10,Company E
59,2023-06-02,Nicaragua,UI/UX Design,639.92,11.87,41.07,Pending,669.12,2023-07-01,Company D
10,2023-06-24,Bhutan,E-commerce Development,1192.79,80.29,95.17,Overdue,1207.67,2023-07-24,Company E
61,2023-03-12,Antarctica (the territory South of 60 deg S),IoT Solution,6068.21,132.54,204.77,Pending,6140.44,2023-03-20,Company B
11,2023-05-17,Portugal,Web Development,2406.15,241.6,80.56,Pending,2245.11,2023-06-11,Company C
58,2022-09-17,Equatorial Guinea,AI Solution,3079.29,42.23,239.11,Overdue,3276.17,2022-09-29,Company A
8,2023-02-10,Suriname,Mobile App Development,2390.36,115.54,108.32,Paid,2383.14,2023-02-26,Company C
63,2022-09-02,Palestinian Territory,IoT Solution,6209.98,180.59,252.57,Pending,6281.96,2022-09-24,Company C
70,2023-03-01,Paraguay,UI/UX Design,556.44,44.84,4.45,Paid,516.05,2023-03-28,Company E
10,2023-01-28,Comoros,Mobile App Development,3045.6,21.01,88.57,Paid,3113.16,2023-02-13,Company E
76,2022-12-28,Algeria,IoT Solution,2044.06,196.57,85.78,Overdue,1933.27,2023-01-08,Company E
34,2023-01-27,Guyana,AI Solution,3666.42,79.45,149.53,Paid,3736.5,2023-02-22,Company C
49,2022-07-27,Pakistan,Mobile App Development,2931.82,531.65,45.25,Pending,2445.42,2022-08-11,Company E
44,2023-04-13,Timor-Leste,Web Development,2106.31,365.91,180.12,Overdue,1920.52,2023-04-23,Company D
28,2022-09-25,Malaysia,AI Solution,7167.99,1139.11,295.7,Paid,6324.58,2022-10-19,Company C
78,2022-10-12,Cyprus,AI Solution,3683.24,249.97,99.5,Paid,3532.77,2022-11-01,Company B
81,2023-05-19,Taiwan,E-commerce Development,3375.15,434.22,39.68,Pending,2980.61,2023-05-28,Company B
61,2022-09-16,Ethiopia,Mobile App Development,2035.84,66.95,165.53,Pending,2134.42,2022-10-11,Company D
43,2023-06-28,Croatia,Web Development,2947.15,58.51,90.43,Paid,2979.07,2023-07-05,Company E
20,2023-05-22,Indonesia,UI/UX Design,739.14,0.66,49.62,Pending,788.1,2023-06-09,Company A
81,2023-05-24,Uruguay,Mobile App Development,2865.13,353.06,104.41,Overdue,2616.48,2023-06-09,Company B
43,2023-06-26,Trinidad and Tobago,Web Development,2780.87,400.11,95.98,Pending,2476.74,2023-07-26,Company E
37,2023-07-06,Turkmenistan,E-commerce Development,4092.19,349.67,52.6,Pending,3795.12,2023-07-26,Company D
46,2022-09-27,Saudi Arabia,AI Solution,4426.97,598.13,364.89,Overdue,4193.73,2022-10-27,Company B
39,2023-02-17,Ukraine,IoT Solution,2933.98,379.04,48.26,Paid,2603.2,2023-03-10,Company D
74,2022-10-16,Suriname,Mobile App Development,3634.13,541.06,274.13,Paid,3367.2,2022-10-28,Company E
35,2022-11-12,Suriname,UI/UX Design,251.57,9.82,23.45,Pending,265.2,2022-12-05,Company C
28,2023-04-10,Myanmar,Web Development,1061.9,3.86,63.79,Overdue,1121.83,2023-04-26,Company B
15,2023-01-05,Congo,Web Development,1277.04,253.66,60.62,Pending,1084.0,2023-01-14,Company E
36,2023-06-16,New Zealand,AI Solution,5218.55,474.26,480.65,Overdue,5224.94,2023-07-13,Company E
82,2023-02-20,Ecuador,AI Solution,6821.92,1033.95,349.8,Paid,6137.77,2023-03-22,Company E
70,2022-11-19,French Polynesia,Web Development,1823.29,84.54,78.91,Pending,1817.66,2022-12-05,Company E
40,2022-07-13,Cameroon,UI/UX Design,229.59,28.2,12.92,Pending,214.31,2022-07-21,Company B
27,2023-07-07,Iraq,UI/UX Design,646.5,60.52,34.56,Paid,620.54,2023-07-26,Company A
16,2023-06-17,Iran,UI/UX Design,519.05,75.92,6.59,Paid,449.72,2023-07-09,Company B
56,2023-06-26,Cuba,AI Solution,5182.78,449.88,317.75,Overdue,5050.65,2023-07-17,Company B
3,2022-08-22,Montenegro,Web Development,1966.86,157.24,134.58,Paid,1944.2,2022-08-29,Company A
25,2022-08-10,Bangladesh,Web Development,906.8,36.49,10.47,Overdue,880.78,2022-08-24,Company A
47,2023-02-07,Gibraltar,Mobile App Development,3065.53,88.96,35.68,Paid,3012.25,2023-02-26,Company A
33,2023-02-19,Sao Tome and Principe,Mobile App Development,3244.55,320.58,211.37,Overdue,3135.34,2023-03-20,Company C
48,2022-08-11,Nicaragua,Mobile App Development,3657.21,68.85,126.46,Overdue,3714.82,2022-09-07,Company C
76,2022-10-24,Iraq,E-commerce Development,4209.4,266.04,303.47,Pending,4246.83,2022-11-18,Company D
26,2022-09-19,Burkina Faso,E-commerce Development,2373.26,104.29,139.13,Pending,2408.1,2022-09-28,Company E
99,2023-07-02,Afghanistan,UI/UX Design,631.47,102.6,37.61,Overdue,566.48,2023-07-26,Company A
65,2022-07-30,Czech Republic,AI Solution,8393.46,1222.71,33.2,Paid,7203.95,2022-08-23,Company E
80,2023-05-18,Lao People's Democratic Republic,Web Development,2729.36,6.63,112.54,Paid,2835.27,2023-05-31,Company B
63,2022-08-02,Uganda,Web Development,2714.9,377.28,152.73,Overdue,2490.35,2022-08-10,Company E
35,2023-01-04,Burundi,Web Development,1797.66,86.83,115.55,Paid,1826.38,2023-01-27,Company C
57,2023-02-18,Gambia,E-commerce Development,2330.04,215.12,210.66,Overdue,2325.58,2023-02-25,Company B
4,2022-10-29,Luxembourg,E-commerce Development,4516.72,238.75,450.05,Paid,4728.02,2022-11-07,Company B
41,2022-11-15,Vietnam,AI Solution,3764.15,87.92,19.22,Paid,3695.45,2022-12-06,Company B
27,2023-04-07,Bulgaria,UI/UX Design,474.92,93.08,34.59,Overdue,416.43,2023-04-24,Company C
26,2022-08-05,Montenegro,AI Solution,6035.33,1056.56,89.98,Overdue,5068.75,2022-08-15,Company C
60,2022-11-28,Kyrgyz Republic,E-commerce Development,3665.78,105.64,27.74,Paid,3587.88,2022-12-18,Company A
100,2022-08-20,Barbados,IoT Solution,7880.13,1243.77,771.78,Paid,7408.14,2022-09-17,Company C
90,2023-07-06,Libyan Arab Jamahiriya,IoT Solution,4482.03,152.73,218.64,Pending,4547.94,2023-07-31,Company B
97,2022-11-29,Singapore,E-commerce Development,3922.39,573.89,357.7,Pending,3706.2,2022-12-28,Company D
35,2023-01-19,Djibouti,UI/UX Design,789.14,74.57,37.81,Pending,752.38,2023-02-07,Company B
73,2023-05-11,Guyana,AI Solution,4041.72,73.42,167.28,Paid,4135.58,2023-05-26,Company C
97,2022-07-27,Cook Islands,Web Development,1302.11,18.9,129.1,Pending,1412.31,2022-08-16,Company E
11,2023-05-11,Greece,UI/UX Design,582.12,109.04,3.6,Pending,476.68,2023-06-08,Company D
45,2023-02-14,Taiwan,Web Development,2241.65,381.57,14.22,Overdue,1874.3,2023-02-25,Company C
5,2022-12-04,Saint Lucia,E-commerce Development,3661.24,595.5,122.91,Paid,3188.65,2022-12-23,Company C
66,2023-05-31,Uruguay,UI/UX Design,388.26,19.63,13.98,Pending,382.61,2023-06-14,Company C
72,2022-09-22,Iran,IoT Solution,2115.87,405.04,144.69,Overdue,1855.52,2022-10-11,Company B
87,2022-07-14,Turkmenistan,Web Development,2557.75,301.76,180.65,Paid,2436.64,2022-07-25,Company E
6,2023-07-10,Montserrat,IoT Solution,7567.23,1165.53,477.2,Overdue,6878.9,2023-08-03,Company B
47,2023-02-08,Nauru,IoT Solution,3668.54,408.06,27.14,Overdue,3287.62,2023-03-06,Company C
32,2023-04-30,Belgium,E-commerce Development,2727.72,210.28,117.11,Paid,2634.55,2023-05-07,Company A
51,2023-04-22,Lebanon,AI Solution,8690.51,1267.31,202.74,Pending,7625.94,2023-05-13,Company E
17,2023-06-25,Korea,IoT Solution,2806.86,208.77,188.25,Paid,2786.34,2023-07-07,Company A
52,2022-11-19,Iran,Web Development,2681.18,438.08,44.22,Paid,2287.32,2022-12-07,Company B
6,2022-12-17,Cuba,Web Development,2346.83,264.96,103.27,Paid,2185.14,2023-01-12,Company E
86,2023-01-20,Paraguay,Web Development,2727.3,125.56,188.56,Pending,2790.3,2023-02-02,Company D
45,2023-02-24,Lithuania,Web Development,1518.2,252.34,12.52,Overdue,1278.38,2023-03-18,Company A
18,2022-10-12,Croatia,IoT Solution,4350.63,361.93,416.62,Overdue,4405.32,2022-11-04,Company D
77,2023-04-10,Bulgaria,UI/UX Design,773.3,83.05,6.39,Paid,696.64,2023-04-28,Company A
9,2022-10-05,Cameroon,Web Development,1969.31,179.17,150.24,Overdue,1940.38,2022-10-31,Company A
64,2022-11-01,India,IoT Solution,7369.9,103.04,5.99,Pending,7272.85,2022-11-18,Company C
73,2023-06-25,Saint Martin,E-commerce Development,2272.38,366.46,15.68,Overdue,1921.6,2023-07-14,Company B
65,2022-10-19,Dominican Republic,Web Development,1365.68,135.44,51.84,Paid,1282.08,2022-10-28,Company C
45,2023-05-18,Sweden,UI/UX Design,533.32,21.88,37.83,Paid,549.27,2023-05-28,Company D
87,2022-11-08,Guinea-Bissau,E-commerce Development,2889.69,322.71,287.32,Pending,2854.3,2022-11-21,Company A
81,2023-03-19,Ireland,AI Solution,9883.35,1265.47,779.59,Pending,9397.47,2023-04-04,Company B
62,2023-05-24,Samoa,Web Development,2072.96,54.9,88.87,Overdue,2106.93,2023-06-14,Company B
87,2023-03-27,Cape Verde,Web Development,1492.81,129.3,113.45,Pending,1476.96,2023-04-22,Company A
6,2023-01-13,Tonga,UI/UX Design,665.02,35.61,37.64,Pending,667.05,2023-02-08,Company C
41,2022-10-31,Guernsey,AI Solution,6044.98,228.46,157.05,Paid,5973.57,2022-11-19,Company D
46,2022-07-26,Netherlands,Web Development,2638.04,306.11,83.81,Pending,2415.74,2022-08-12,Company A
83,2023-01-19,Liberia,Web Development,2707.38,385.49,194.05,Paid,2515.94,2023-02-15,Company D
88,2022-12-26,Costa Rica,E-commerce Development,4895.79,344.27,61.59,Pending,4613.11,2023-01-09,Company D
23,2022-07-11,South Africa,IoT Solution,6647.06,1095.9,233.44,Paid,5784.6,2022-07-30,Company C
58,2022-09-14,Samoa,E-commerce Development,4508.15,469.67,375.91,Pending,4414.39,2022-10-11,Company C
56,2022-07-28,Serbia,AI Solution,7468.45,423.39,713.84,Pending,7758.9,2022-08-13,Company D
73,2023-02-21,Antarctica (the territory South of 60 deg S),E-commerce Development,1601.68,246.73,112.06,Paid,1467.01,2023-03-15,Company C
11,2023-03-22,British Indian Ocean Territory (Chagos Archipelago),UI/UX Design,815.13,49.54,33.34,Pending,798.93,2023-04-01,Company C
62,2023-05-23,Bhutan,UI/UX Design,689.45,61.97,44.44,Pending,671.92,2023-06-04,Company D
13,2022-09-09,Seychelles,IoT Solution,4596.83,25.44,431.46,Overdue,5002.85,2022-09-25,Company C
68,2022-09-16,Iceland,IoT Solution,3259.99,287.47,164.65,Paid,3137.17,2022-10-03,Company C
41,2022-09-08,Bulgaria,Web Development,1186.76,233.84,117.66,Overdue,1070.58,2022-09-30,Company D
86,2022-11-09,Andorra,Mobile App Development,2498.56,200.89,243.02,Pending,2540.69,2022-12-02,Company C
6,2022-08-10,Macao,IoT Solution,3790.81,202.6,351.2,Overdue,3939.41,2022-08-28,Company B
40,2023-04-06,Romania,Web Development,2169.23,267.04,50.18,Pending,1952.37,2023-04-15,Company B
8,2022-08-13,Guatemala,IoT Solution,7233.2,1288.74,632.6,Paid,6577.06,2022-08-27,Company C
5,2022-11-28,Indonesia,Web Development,790.6,100.5,46.42,Pending,736.52,2022-12-15,Company C
10,2022-12-07,New Caledonia,Mobile App Development,1865.71,334.77,34.97,Overdue,1565.91,2022-12-29,Company C
90,2022-07-19,Heard Island and McDonald Islands,Mobile App Development,1960.47,36.0,72.4,Pending,1996.87,2022-08-06,Company A
93,2023-05-18,Australia,IoT Solution,2160.23,76.87,134.28,Overdue,2217.64,2023-06-01,Company C
87,2023-03-02,Chile,UI/UX Design,651.32,20.88,13.22,Paid,643.66,2023-03-12,Company D
73,2023-01-03,El Salvador,AI Solution,4498.94,376.83,146.13,Pending,4268.24,2023-01-20,Company A
65,2023-01-27,Guatemala,E-commerce Development,2836.31,89.76,160.16,Pending,2906.71,2023-02-19,Company D
98,2023-04-14,Yemen,UI/UX Design,678.87,134.29,13.2,Pending,557.78,2023-04-24,Company B
9,2023-05-13,Bouvet Island (Bouvetoya),Mobile App Development,2057.6,368.18,153.56,Pending,1842.98,2023-05-23,Company D
16,2023-01-24,Panama,UI/UX Design,624.22,5.54,58.54,Paid,677.22,2023-02-22,Company E
59,2023-03-26,Gibraltar,IoT Solution,5957.49,36.92,196.92,Pending,6117.49,2023-04-22,Company D
88,2022-11-22,Falkland Islands (Malvinas),UI/UX Design,223.55,30.27,21.54,Overdue,214.82,2022-12-04,Company E
70,2023-04-26,Saint Barthelemy,UI/UX Design,365.06,47.38,18.18,Paid,335.86,2023-05-19,Company D
58,2023-02-07,Faroe Islands,Web Development,1013.69,131.26,92.43,Overdue,974.86,2023-03-01,Company C
98,2023-04-23,Solomon Islands,UI/UX Design,910.05,150.24,7.41,Paid,767.22,2023-05-01,Company E
43,2022-12-20,Monaco,UI/UX Design,501.8,68.9,11.9,Overdue,444.8,2023-01-10,Company E
3,2022-12-30,Dominican Republic,UI/UX Design,986.4,73.84,27.0,Paid,939.56,2023-01-25,Company E
59,2022-10-25,Haiti,E-commerce Development,3258.34,272.44,111.53,Pending,3097.43,2022-11-22,Company E
39,2023-02-28,Ghana,IoT Solution,2812.1,170.2,6.13,Pending,2648.03,2023-03-26,Company D
46,2023-06-17,China,IoT Solution,5543.54,838.38,144.52,Paid,4849.68,2023-06-29,Company C
77,2023-03-30,Trinidad and Tobago,Mobile App Development,2348.58,135.35,210.5,Pending,2423.73,2023-04-14,Company D
54,2023-01-16,Antigua and Barbuda,Mobile App Development,4472.63,873.97,376.0,Pending,3974.66,2023-02-09,Company C
86,2022-10-19,Finland,UI/UX Design,910.28,69.71,34.62,Pending,875.19,2022-11-08,Company E
68,2022-10-03,Denmark,UI/UX Design,819.48,12.6,45.45,Pending,852.33,2022-10-18,Company C
100,2023-06-12,Tunisia,E-commerce Development,3693.13,25.88,43.99,Overdue,3711.24,2023-06-27,Company C
32,2023-04-26,Martinique,Mobile App Development,1518.03,278.7,23.23,Overdue,1262.56,2023-05-06,Company A
80,2022-08-20,Tanzania,Web Development,2211.6,388.34,195.68,Pending,2018.94,2022-09-10,Company C
30,2023-01-06,Heard Island and McDonald Islands,UI/UX Design,595.53,54.96,27.01,Overdue,567.58,2023-01-16,Company E
66,2023-03-13,Belgium,UI/UX Design,836.4,14.49,60.51,Pending,882.42,2023-03-20,Company A
72,2022-12-25,Chad,Web Development,1563.58,271.09,19.19,Paid,1311.68,2023-01-24,Company C
41,2023-05-15,Germany,IoT Solution,2402.68,422.8,98.39,Paid,2078.27,2023-05-30,Company C
93,2022-12-03,Lithuania,IoT Solution,4943.29,111.28,436.03,Overdue,5268.04,2022-12-31,Company A
90,2022-11-18,Puerto Rico,UI/UX Design,365.6,56.76,30.13,Pending,338.97,2022-12-16,Company D
65,2022-10-02,Saint Lucia,UI/UX Design,547.83,6.27,25.66,Overdue,567.22,2022-10-30,Company E
94,2023-01-30,Mexico,Web Development,1484.48,93.85,117.0,Pending,1507.63,2023-02-26,Company B
90,2022-11-02,Belgium,Web Development,1509.09,294.57,77.17,Pending,1291.69,2022-11-11,Company C
23,2023-07-02,Netherlands,UI/UX Design,479.28,82.29,27.19,Pending,424.18,2023-07-26,Company B
68,2022-10-18,Maldives,Web Development,1469.42,178.66,65.45,Paid,1356.21,2022-11-03,Company B
26,2022-12-05,Faroe Islands,AI Solution,7832.68,838.31,522.77,Pending,7517.14,2022-12-19,Company A
60,2022-07-31,Cote d'Ivoire,Web Development,1628.8,205.41,64.45,Paid,1487.84,2022-08-13,Company B
96,2023-06-13,Tajikistan,AI Solution,6840.87,475.38,612.77,Pending,6978.26,2023-07-03,Company E
39,2023-05-25,Cambodia,AI Solution,5668.22,708.48,140.84,Paid,5100.58,2023-06-04,Company B
39,2023-06-10,Mayotte,Web Development,521.77,92.88,8.75,Pending,437.64,2023-06-25,Company E
39,2022-08-09,Saint Pierre and Miquelon,AI Solution,4422.47,485.85,27.09,Paid,3963.71,2022-09-07,Company E
24,2022-10-02,Namibia,Mobile App Development,2553.23,80.88,116.63,Overdue,2588.98,2022-10-23,Company C
65,2022-12-16,Aruba,Mobile App Development,1677.98,190.75,78.76,Paid,1565.99,2022-12-25,Company E
78,2022-11-23,Netherlands,IoT Solution,7236.84,381.94,526.67,Pending,7381.57,2022-12-22,Company E
50,2023-01-13,Bahrain,AI Solution,4364.48,183.49,58.07,Pending,4239.06,2023-01-25,Company A
91,2022-08-13,Uganda,AI Solution,4834.8,253.19,263.43,Overdue,4845.04,2022-08-24,Company A
82,2022-12-14,Taiwan,UI/UX Design,709.33,3.07,41.65,Pending,747.91,2022-12-30,Company A
89,2022-07-22,United Kingdom,Mobile App Development,1154.63,137.9,106.06,Overdue,1122.79,2022-08-13,Company E
55,2023-04-09,Bulgaria,Web Development,734.57,37.45,30.46,Pending,727.58,2023-04-24,Company D
88,2022-08-21,Israel,E-commerce Development,3747.27,21.22,294.19,Overdue,4020.24,2022-09-10,Company E
38,2022-11-15,Palestinian Territory,E-commerce Development,2533.48,204.99,209.88,Pending,2538.37,2022-12-15,Company D
68,2023-01-27,Sri Lanka,IoT Solution,3307.41,202.28,6.73,Overdue,3111.86,2023-02-25,Company B
56,2023-04-26,Luxembourg,UI/UX Design,296.43,29.9,24.12,Overdue,290.65,2023-05-23,Company B
28,2022-11-06,Norfolk Island,E-commerce Development,2124.45,381.55,19.03,Paid,1761.93,2022-11-21,Company D
23,2022-07-13,Liberia,IoT Solution,6078.07,180.61,325.92,Pending,6223.38,2022-08-03,Company C
9,2023-05-26,Albania,Web Development,1459.83,113.23,11.73,Overdue,1358.33,2023-06-05,Company C
92,2022-08-08,Uganda,Mobile App Development,1091.7,112.25,12.54,Paid,991.99,2022-08-25,Company B
17,2023-05-27,Suriname,UI/UX Design,769.14,120.22,61.83,Pending,710.75,2023-06-11,Company D
23,2022-11-09,Libyan Arab Jamahiriya,Web Development,2896.1,525.99,83.2,Paid,2453.31,2022-12-04,Company A
24,2022-09-24,Tonga,IoT Solution,5177.39,714.34,118.05,Overdue,4581.1,2022-10-23,Company E
7,2022-10-20,Kyrgyz Republic,IoT Solution,3320.31,550.9,276.89,Paid,3046.3,2022-11-13,Company E
66,2022-09-25,Burkina Faso,Web Development,1533.38,299.58,77.86,Pending,1311.66,2022-10-22,Company E
13,2023-05-12,India,Web Development,1590.25,4.98,119.3,Pending,1704.57,2023-06-04,Company A
77,2022-12-29,Malta,Web Development,2713.55,232.32,212.61,Paid,2693.84,2023-01-25,Company E
72,2022-10-02,Guinea,IoT Solution,2081.11,385.85,158.76,Overdue,1854.02,2022-10-16,Company B
99,2022-07-15,Anguilla,UI/UX Design,575.51,66.79,39.61,Overdue,548.33,2022-08-13,Company C
66,2023-03-12,Samoa,UI/UX Design,738.05,103.63,45.7,Overdue,680.12,2023-04-03,Company C
94,2022-07-18,Belize,Web Development,999.69,111.16,30.07,Overdue,918.6,2022-08-12,Company A
57,2023-05-13,Mauritius,Web Development,1050.99,46.6,40.07,Paid,1044.46,2023-06-11,Company B
46,2022-12-15,Nepal,Mobile App Development,3667.27,44.76,313.52,Pending,3936.03,2023-01-05,Company A
